URL,popularity,title,year,lyrics
http://www.metrolyrics.com/ignoreland-lyrics-rem.html,35.481397225105,Ignoreland ,2006,"These bastards stole their power from the victims of the Us v. Them years
Wrecking all things virtuous and true
The undermining social democratic downhill slide into abysmal
Lost lamb off the precipice into the trickle down runoff poolThey hypnotized the summer, 1979
Marched into the capital
Brooding duplicitous, wicked and able, media-ready, heartless and labeled
Super U.S. citizen, super achiever, mega-ultra power dosing
Relax. Defense, defense, defense, defense. Yeah, yeah, yeahYeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
IgnorelandThe information nation took their clues from all the soundbyte gluttons
1980, 84, 88, 92, too, too
How to be what you can be, jump jam junking your energies
How to walk in dignity with throw up on your shoesThey amplified the autumn, 1979
Calculate the capital
Up the republic, my skinny ass, T.V. tells a million lies
The paper's terrified to report anything that isn't handed on a presidential spoon
I'm just profoundly frustrated by all this
So, fuck you man Fuck 'emYeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
IgnorelandIf they weren't there, we would have created them
Maybe it is true
But I'm resentful all the same
Someone's got to take the blameI know that this is vitriol
No solution, spleen-venting
But I feel better having screamed, don't you?They desecrate the winter, 1979
Capital collateral
Brooding duplicitous, wicked and able, media-ready, heartless and labeled
Super U.S. citizen, super achiever, mega-ultra power dosing
Relax. Defense, defense, defense, defense. Yeah, yeah, yeahYeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah
Ignoreland
Yeah, yeah, yeah(This is not a revolution. I didn't do the revolution. Thank you)"
http://www.metrolyrics.com/the-sidewinder-sleeps-tonite-lyrics-rem.html,35.481397225105,The Sidewinder Sleeps Tonite ,2003,"This here is the place where I will be staying
There isn't a number, you can call the pay phone
Let it ring a long, long, long, long time
If I don't pick up, hang up, call back, let it ring some more, oh
If I don't pick up, pick up
The sidewinder sleeps, sleeps, sleeps in a coilCall me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, ohThere are scratches all around the coin slot
Like a heartbeat, baby trying to wake up
But this machine can only swallow money
You can't lay a patch by computer design
It's just a lot of stupid, stupid signsTell her
Tell her she can kiss my ass
Then laugh and say that you were only kidding
That way she'll know that it's really, really, really, really meCall me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, ohBaby, instant soup doesn't really grab me
Today I need something more sub-sub-sub-substantial
A can of beans or blackeyed peas, some Nescafe and ice
A candy bar, a falling star, or a reading from Doctor SeussCall me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her, ohThe cat in the hat came back, wrecked a lot of havoc on the way
Always had a smile and a reason to pretend
But their world has flat backgrounds and little need to sleep but to dream
The sidewinder sleeps on his backCall me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, ohCall me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, ohCall me when you try to wake her up, call me when you try to wake her
Call me when you try to wake her up, call me when you try to wake her
I can always sleep standing up. Call me when you try to wake her, ohWe've got to moogie, moogie, move on this one"
http://www.metrolyrics.com/strange-currencies-lyrics-rem.html,35.481397225105,Strange Currencies ,2006,"I don't know why you're mean to me
when I call on the telephone.
and I don't know what you mean to me
but I want to turn you on, turn you up, figure you out, I want to take you onThese words, ""You will be mine.""
These words, ""You will be mine."" all the time.The fool might be my middle name
But I'd be foolish not to say
I'm going to make whatever it takes,
bring you up, call you down, sign your name, secret love,
make it rhyme, take you in, and make you mine.These words, ""You will be mine.""
These words, ""You will be mine."" all the time. ohI tripped and fell, and did I fall.
What I want to feel, I want to feel it nowYou know with love come strange currencies
and here is my appeal:I need a chance, a second chance, a third chance, a fourth chance,
a word, a signal, a nod, a little breath
just to fool myself, to catch myself, to make it real, realThese words, ""You will be mine""
These words, ""You will be mine."" all the time. ohThese words, ""You will be mine.""
These words, they haunt me, hunt me down, catch in my throat, make me pray,
say, love's confined, on Earth"
http://www.metrolyrics.com/bad-day-lyrics-rem.html,35.481397225105,Bad Day ,2003,"A public service announcement followed me home
The other day, I paid it never mind, go away
Shits so thick you can stir it with a stick-free Teflon whitewashed Presidency
we're sick of being jerked around, wear that on your sleeveBroadcast me a joyful noise unto the times, Lord
Count your blessings
We're sick of being jerked around
We all fall downHave you ever seen the televised St. Vitus subcommittee prize
Investigation dance? Those ants in pants glances
Well, look behind the eyes, it's a hallowed hollow anesthetized
Save my own ass, screw these guys, smoke and mirror lock downBroadcast me a joyful noise unto the times, Lord
Count your blessings
The papers wouldn't lie
I sigh, not one moreIt's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, pleaseWe're dug in deep the price is steep
The auctioneer is such a creep
The lights went out, the oil ran dry
We blamed it on the other guySure, all men are created equal
Here's the church, here's the steeple
Please stay tuned, we cut to sequel
Ashes, ashes, we all fall downBroadcast me a joyful noise unto the times, Lord
Count your blessings
Ignore the lower fear
Oh, this means warIt's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, pleaseBroadcast me a joyful noise unto the times, LordCount your blessings
We're sick of being jerked around
We all fall down
It's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, please
It's been a bad day, please don't take a picture
It's been a bad day, please"
http://www.metrolyrics.com/daysleeper-lyrics-rem.html,35.481397225105,Daysleeper ,2003,"Receiving department, 3 A.M.
Staff cuts have socked up the overage
Directives are posted, no callbacks, complaints
Everywhere is calmHong Kong is present, Taipei awakes
All talk of circadian rhythmI see today with a newsprint fray
My night is colored headache gray
Daysleeper
Daysleeper
DaysleeperThe bull and the bear are marking their territories
They're leading the blind with their international gloriesI am the screen, the blinding light
I'm the screen, I work at nightI see today with a newsprint fray
My night is colored headache gray
Don't wake me with so much
DaysleeperI cried the other night
I can't even say why
Fluorescent flat caffeine lights
It's furious balancingI am the screen, the blinding light
I'm the screen, I work at nightI see today with a newsprint fray
My night is colored headache gray
Don't wake me with so muchThe ocean machine is set to 9
I'll squeeze into heaven and Valentine
My bed is pulling me, gravity
Daysleeper
Daysleeper
Daysleeper
Daysleeper
Daysleeper"
http://www.metrolyrics.com/leaving-new-york-lyrics-rem.html,31.870966422084,Leaving New York ,2004,"It's quiet now and what it brings is everything
Comes calling back, a brilliant night, I'm still awake
I looked ahead, I'm sure I saw you there
You don't need me to tell you now that nothing can compareYou might have laughed if I told you
You might have hidden your frown
You might have succeeded in changing me
I might have been turned around
It's easier to leave than to be left behind
Leaving was never my proud
Leaving New York, never easy
I saw the light fading outNow life is sweet, and what it brings I tried to take
But loneliness, it wears me out, it lies in wait
And all not lost, still in my eye
Shadow of necklace across your thigh
I might have lived my life in a dream, but I swear it, this is real
Memory fuses and shatters like glass
Mercurial future, forget the past
But it's you, it's what I feelYou might have laughed if I told you (It's pulling me apart)
You might have hidden your frown (Change)
You might have succeeded in changing me (It's pulling me apart)
I might have been turned around (Change)
It's easier to leave than to be left behind (It's pulling me apart)
Leaving was never my proud (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading outYou find it in your heart
It's pulling me apart
You find it in your heart
ChangeI told you forever (Find it in your heart)
I love you forever (It's pulling me apart)
I told you I love you (Find it in your heart)
I love you forever (Change)
I told you forever (Find it in your heart)
I love you forever (It's pulling me apart)
I told you I love you (Find it in your heart)
I love you forever (Change)(You never, you never told me forever)
You might have laughed if I told you (It's pulling me apart)
You might have hidden your frown (Change)
You might have succeeded in changing me (It's pulling me apart)
I might have been turned around (Change)
It's easier to leave than to be left behind (It's pulling me apart)
Leaving was never my proud (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)"
http://www.metrolyrics.com/country-feedback-lyrics-rem.html,31.870966422084,Country Feedback ,2011,"This flower is scorched, this film is on
It's on a maddening loop, these clothes
These clothes don't fit us right
I'm to blame
It's all the same
It's all the sameYou come to me with a bone in your hand
You come to me with your hair curled tight
You come to me with positionsYou come to me with excuses
Ducked out in a row
You wear me out
You wear me outWe've been through fake-a-breakdown
Self-hurt, plastics, collections
Self-help, self-pain
EST, psychics, fuck allI was central, I had control
I lost my head
I need this, I need thisA paperweight, junk garage
Wedding ring, a honey pot
Crazy, all the lovers have been taggedA hotline, a wanted ad
It's crazy what you could've hadIt's crazy what you could've had
It's crazy what you could've had
I need this, I need thisIt's crazy what you could've had
It's crazy what you could've had
I need it, I need thisIt's crazy what you could've had
It's crazy what you could've had
I need this, I, I need thisIt's crazy what you could've had
It's crazy what you could've had
I need this, I need this"
http://www.metrolyrics.com/stand-lyrics-rem.html,31.870966422084,Stand ,2003,"Stand in the place where you live
Now face north
Think about direction
Wonder why you haven't beforeNow stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't beforeIf you are confused, check with the sun
Carry a compass to help you along
Your feet are going to be on the ground
Your head is there to move you aroundSo stand in the place where you live
Now face north
Think about direction
Wonder why you haven't beforeNow stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't beforeYour feet are going to be on the ground
Your head is there to move you around
If wishes were trees, the trees would be falling
Listen to reason, season is callingStand in the place where you live
Now face north
Think about direction
Wonder why you haven't beforeNow stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't beforeIf wishes were trees, the trees would be falling
Listen to reason, reason is calling
Your feet are going to be on the ground
Your head is there to move you aroundSo stand (Stand!)
Now face north
Think about direction
Wonder why you haven't beforeNow stand (Stand!)
Now face west
Think about the place where you live
Wonder why you haven'tStand in the place where you live
Now face north
Think about direction
Wonder why you haven't beforeNow stand in the place where you work
Now face west
Think about the place where you live
Wonder why you haven't beforeStand in the place where you are
Now face north
Stand in the place where you are
Now face west
Your feet are going to be on the ground
(Stand in the place where you are)
Your head is there to move you around, so stand"
http://www.metrolyrics.com/shaking-through-lyrics-rem.html,31.870966422084,Shaking Through ,2006,"Could it be that one small voice doesn't count in the room
Yellow like a geisha gown, denying all the way
Could this by three be ten, honor marches on
Yellow like a geisha gown, denial all the wayShaking through, opportune
Shaking through, opportuneAre we grown way too far, taking after rain
Yellow like a geisha gown, denying all the wayShaking through, opportune
Shaking through, opportune
In my lifeEars that are still, children of today on parade
Yellow like a geisha gown, denying all the wayShaking through, opportune
Shaking through, opportuneShaking through, opportune
Shaking through, opportune"
http://www.metrolyrics.com/electrolite-lyrics-rem.html,27.452156242272,Electrolite ,2003,"Your eyes are burnin' holes through me
I'm gasoline
I'm burnin' clean20th century, go to sleep
You're plasticine
That is obscene
That is obsceneYou are the star tonight
You shine electric outta sight
Your light eclipsed the moon tonight
Electrolite
You're outta sightIf I ever want to fly
Mulholland Drive
I am aliveHollywood is under me
I'm Martin Sheen
I'm Steve McQueen
I'm Jimmy DeanYou are the star tonight
You shine electric outta sight
Your light eclipsed the moon tonight
Electrolite
You're outta sightIf you ever want to fly
Mulholland Drive
Up in the skyStand on a cliff and look down there
Don't be scared
You are alive
You are aliveYou are the star tonight
You shine electric outta sight
Your light eclipsed the moon tonight
Electrolite
You're outta sight20th century, go to sleep
Really deep
We won't blinkYour eyes are burnin' holes through me
I'm not scared
I'm outta here
I'm not scared
I'm outta here"
http://www.metrolyrics.com/let-me-in-lyrics-rem.html,27.452156242272,Let Me In ,2006,"Yeah all those stars drip down like butter
And promises are sweet
We hold out our pans with our hands to catch them
We eat them up, drink them up, up, up, upHey, let me in
Hey, let me inI only wish that I could hear you whisper down
Mr Fisher moved to a less peculiar ground
He gathered up his loved ones and he brought them all around
To say goodbye
Nice try.Hey, let me in
Yeah yeah yeah
Hey, let me inI had a mind to try to stop you
Let me in. Let me in
Well, I got tar on my feet and I can't see all the birds look down and laugh at me
Clumsy, crawling out of my skinHey, let me in
Yeah yeah yeah
Hey, let me in
Hey, let me in
Yeah yeah yeah
Hey, let me in"
http://www.metrolyrics.com/crazy-lyrics-rem.html,27.452156242272,Crazy ,2006,"ListenYou're funny and you don't know why
You're funny and you can't even cry
You're funny and you don't know why
You're funny and you don't even try'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shakingListen
Listen
Listen
Listen, oh...You're hungry and you don't know why
You're hungry and you can't even cry
You're hungry and you don't know why
You're hungry and you don't even cry'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shakingYou take a walk and you try to understand
Nothing can hurt you
Unless you want it to
There are no answers
Many reasons to be strong
You take a walk, you take a walk
You take a walk and you try to understand, oh'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shaking
'Cause your head's shaking and your arms are shaking
And your feet are shaking 'cause the earth is shakingYou're in love and you don't know why
You're in love and you can't even cry
You're in love and you don't know why
You're in love and you don't even try"
http://www.metrolyrics.com/bang-and-blame-lyrics-rem.html,27.452156242272,Bang And Blame ,2006,"If you could see yourself now, baby
It's not my fault
You used to be so in control
You're going to roll right over this one
Just roll me over, let me go
You're laying blame
Take this as no, no, noYou bang, bang, bang, bang, bang,
Blame, blame, blame
You bang, bang, bang, bang, bang,
It's not my thing so let it goIf you could see yourself now baby,
The tables have turned
The whole world hinges on your swings
Your secret life of indiscreet discretions
I'd turn the screw and leave the screen,
Don't point your finger,
You know that's not my thingYou came to bang, bang, bang, bang, bang,
Blame, blame, blame
You bang, bang, bang, bang, bang,
It's not my thing so let it go, nowYou've got a little worry,
I know it all too well,
I've got your number,
But so does every kiss-and-tell
Who dares to cross your threshold,
Or happens on your way,
Stop laying blame
You know that's not my thingYou know that's not my thing,
You came to bang, bang, bang, bang, bang,
Blame, blame, blame
You bang, bang, bang, bang, bang,
It's not my thing so let it go
You bang, bang, bang, bang, bang,
Blame, blame, blame
You bang, bang, bang, bang, bang,
It's not my thing so let it goYou kiss on me, tug on me, 
rub on me, jump on me,
You bang on me, beat on me, 
hit on me, let go on me,
You let go on me"
http://www.metrolyrics.com/love-is-all-around-lyrics-rem.html,27.452156242272,Love Is All Around ,2014,"I feel it in my fingers, I feel it in my toes
Love is all around me and so the feeling grows
It's written on the wind, it's everywhere I go
So if you really love me, come on and let it showYou know I love you I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can dependI see your face before me, as I lay on my bed
I kinda get to thinking of all the things we saidYou gave a promise to me, and I gave mine to you
I need someone beside me in everything I doYou know I love you I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can dependIt's written on the wind, it's everywhere I go
So if you really love me, come on and let it show
Come on and let it show"
http://www.metrolyrics.com/living-well-is-the-best-revenge-lyrics-rem.html,27.452156242272,Living Well Is The Best Revenge ,2008,"It's only when your poison spreads
Into the life you hope to live
And suddenly you wake up
In a shaking panic, nowYou set me up like a lamb to slaughter
Garbo ask the farmer's daughter
Unbelievable the gospel according to who
I lay right downAll you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to themI'm not one to sit and spin
'Cos living well is the best revenge
Baby, I am calling you on thatTry turn your talking points on me
History will set me free
The future's ours and you don't even read
The footnote nowSo who's chasing me? Where did you go?
You disappear mid sentence sinner
In a judgment crisis I see my anecdote fall out
You weakened shellAll you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to themI'm not one to sit and spin
'Cos living well's the best revenge
Baby, I am calling you on thatYou say it with your dying breath
Well I forgive but I don't forget
You work it out, let's hear that argument
Count the count of three go, nowAll you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to themWell I'm not one to sit and spin
'Cos living well is the best revenge
Baby, I am calling you on thatBaby, I am calling you on that
Baby, I'm calling you on, oh
(Baby, I'm calling you)"
http://www.metrolyrics.com/superman-lyrics-rem.html,27.452156242272,Superman ,2006,
http://www.metrolyrics.com/bittersweet-me-lyrics-rem.html,27.452156242272,Bittersweet Me ,2006,"I move across, innocence lost
All flashing pulsar
I move across the earth in my new pattern shirt
I pass satellites""You're so bitter,"" your complaint
I can't give you anything
I don't know who you're livin' for
I don't who you are anymoreI'd sooner chew my leg off
Than be trapped in this
How easy you think of all of this as bittersweet meI couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymoreI move across, candy floss
I move like a tank
I move across the room with a heart full of gloom
I'm stronger than you thinkOh, my peer, your veneer
Is wearing thin and cracking
The surface informs that underneath
The underneath is lackingI'd sooner chew my leg off
Than be trapped in this
How easy you think of all of this as bittersweet meI couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymoreYou move across, innocence lost
All static and desire
You're blue in the face from navel gaze
You set yourself on fireYou strip down and lay yourself out
I know you can't fake it
But are you tired and naked?
Are you tired and naked?Yeah, I'd sooner chew my leg off
Than be trapped in this
How easy you think of all of this as bittersweet meI couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymoreI couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymoreI couldn't taste it
I'm tired and naked
I don't know what I'm hungry for
I don't know what I want anymore"
http://www.metrolyrics.com/driver-8-lyrics-rem.html,27.452156242272,Driver 8 ,2011,"The walls are built up stone by stone
The fields divided one by oneAnd the train conductor says
Take a break, driver 8
Driver 8, take a break
We've been on this shift too long
And the train conductor says
Take a break, driver 8
Driver 8, take a break
We can reach our destination
But we're still a ways away, but it's still a ways awayI saw a treehouse on the outskirts of the farm
The power lines have floaters so the airplanes won't get snagged
The bells are ringing through the town again
The children look up, all they hear is sky-blue bells ringingAnd the train conductor says
Take a break, driver 8
Driver 8, take a break
We can reach our destination
But we're still a ways away, but it's still a ways away
But we're still a ways away, but it's still a ways awayA way to shield the hated heat
A way to put myself to sleep
A way to shield the hated heat
A way to put myself, my children to sleepHe piloted this song in a plane like that one
She is selling faith on the Go Tell Crusade
Locomotive 8, Southern Crescent, hear the bells ring again
The fields of wheat is looking thinAnd the train conductor says
Take a break, driver 8
Driver 8, take a break
We've been on this shift too long
And the train conductor says
Take a break, driver 8
Driver 8, take a break
We can reach our destination
But we're still a ways away, but it's still a ways away
But we're still a ways away, but it's still a ways away"
http://www.metrolyrics.com/begin-the-begin-lyrics-rem.html,27.452156242272,Begin The Begin ,2011,"Birdie in the hand for life's rich demand
The insurgency began and you missed it
I looked for it and I found it
Miles Standish proud, congratulate meA philanderer's tie, a murderer's shoe
Life's rich demand creates supply in the hand
Of the power, the only vote that mattersSilence means security, silence means approval
Watchin' Zenith on the TV, tiger run around the tree
Follow the leader, run and turn into butterLet's begin again, begin the begin
Let's begin again like Martin Luthers in
The mythology begins the beginAnswer me a question, I can't itemize
I can't think clearly, look to me for reason
It's not there, I can't even rhyme, begin the beginA philanderer's tie, a murderer's shoe
Example, the finest example is youBirdie in the hand for life's rich demand
The insurgency began and you missed it
I looked for it and I found it
Miles Standish proud, congratulate meA philanderer's tie, a murderer's shoe
Let's begin again, begin the begin
Let's begin again"
http://www.metrolyrics.com/hollow-man-lyrics-rem.html,27.452156242272,Hollow Man ,2008,"I've been lost inside my head
Echoes fall off me
I took the prize last night for complicated mess
For saying things I didn't mean and don't believeBelieve in me
Believe in nothing
Corner me
And make me something
I've become the hollow man, I
I've become the hollow man I seeOh, I see this echoing
You have placed your trust in me
I went upside down
I emptied out the room
in thirty seconds flat
I can't believe you held your groundBelieve in me
Believe in nothingCorner me
And make me something
I've become the hollow man, I
I've become the hollow man I seeI'm overwhelmed
I'm on repeat
I'm emptied out
I'm incomplete
You trusted me
I want to show you
I don't want to be the hollow manBelieve in me
Believe in nothing
Corner me
And make me something
I've become the hollow man, I
I've become the hollow man I see
I see"
http://www.metrolyrics.com/pop-song-89-lyrics-rem.html,21.755319103969,Pop Song 89 ,2011,"Hello, I saw you, I know you, I knew you
I think I can remember your name
(Name)
Hello, I'm sorry, I lost myself
I think I thought you were someone elseShould we talk about the weather?
(Hi, hi, hi)
Should we talk about the government?
(Hi, hi, hi, hi)Hello, how are you? I know you, I knew you
I think I can remember your name, name
Hello, I'm sorry, I lost myself
I think I thought you were someone elseShould we talk about the weather?
(Hi, hi, hi)
Should we talk about the government?
(Hi, hi, hi, hi)Hello, my friend, are you visible today?
You know I never knew that it could be so strange, strange
Hello, I'm sorry, I lost myself
I think I thought you were someone elseShould we talk about the weather?
(Hi, hi, hi)
Should we talk about the government?
(Hi, hi, hi, hi)Hi, hi
Hi, hi, hi
Hi, hi
Hi, hi, hi
Hi, hi
Hi, hi, hi"
http://www.metrolyrics.com/me-in-honey-lyrics-rem.html,21.755319103969,Me In Honey ,2006,"I sat there looking ugly, looking ugly and mean
I knew what you were saying, you were saying to me
Baby's got some new rules
Baby said she's had it with meIt seems a shame to waste your time on me
It seems a lot to waste your time for me
Left me to love
What it's doing to meThere's a lot of honey in this world
Baby this honey's from me
You've got to do what you do
Do it with meIt seems a shame to waste your time for me
Left me to love
What it's doing to meKnocked silly, knocked flat, sideways down
These things they pick you up and they turn you around
Say your piece
Say you're sweet for meIt's all the same to share the pain with me
It's all the same, save the shame for me
Left me to love
What it's doing to meBaby's got some new rules
Baby says she's had it with me
There's a fly in the honey
And baby's got a baby with me
That's a part, that's a part of meLeft me to love
What it's doing to me
Left me to love
What it's doing to meWhat about me?
What about me?"
http://www.metrolyrics.com/gardening-at-night-lyrics-rem.html,21.755319103969,Gardening At Night ,2011,"I see your money on the floor I felt the pocket change though all
The feelings that broke through that door just didn't seem to be too realThe yard is nothing but a fence the sun just hurts my eyes somewhere
It must be time for penitence gardening at night it's never workedGardening at night
Gardening at night
Gardening at nightThe neighbors go to bed at ten
Call the prayer line for a change
The charge is changing every month
They said it couldn't be arrangedWe echoed up the garbage sound but they were busy in the rows
We fell up not to see the sun gardening at night just didn't growI see your money on the floor I felt the pocket change though all
The feelings that broke through that door just didn't seem to be too realGardening at night
Gardening at night
Gardening at nightYour sister said that you're too young
She should know she's been there twice
The call was two and fifty-one
They said it couldn't be arrangedWe echoed up the garbage sound but they were busy in the rows
We fell up not to see the sun gardening at night just didn't growThe yard is nothing but a fence the sun just hurts my eyes somewhere
It must be time for penitence gardening at night it's never workedGardening at night
Gardening at night
Gardening at night"
http://www.metrolyrics.com/strange-wire-lyrics-rem.html,21.755319103969,Strange (wire) ,2008,"There's something strange going on tonight
There's something going on that's not quite right
Michael's nervous and the lights are bright
There's something going on that's not quite rightThere's something going on that wasn't here before
Keep your eyes glued to the floor
There's something strange going on tonight
There's something going on that's not quite right, uh huhThere's something strange going on tonight
There's something going on that's not quite right
Michael's nervous and the lights are bright
There's something going on that's not quite rightThere's something going on that wasn't here before
Keep your eyes glued to the floor
No one's going to say goodnight
There's something going on that's not quite right, uh huhThere's something going on that wasn't here before
Keep your eyes glued to the floor
No one's going to say goodnight
There's something going on that's not quite right, uh huh"
http://www.metrolyrics.com/beat-a-drum-lyrics-rem.html,21.755319103969,Beat A Drum ,2014,"The sun reflected in the back of my eye
I knocked my head against the sky.The dragonflies are busy buzzing me
Seahorses if we were in the sea.Halfway from coal, halfway to diamond.
My fall knocked a mean chip out of me.I'm gathering as far as I can reach
We're perched upon the precipice
And this is what I've seen.This is all I want it's all I need
This is all I am it's everything
This is all I want it's all I need.A bluejay hectors from the felled Catalpa tree
A doctorate in science and a theologian's dream.The dragonflies are trying to lecture me
Seahorses if we were in the sea.This is all I want it's all I need
This is all I am it's everything
This is all I want it's all I need.Beat a drum for me, like a butterfly wing
Tropical storm across the ocean.Don't explain, I'm sure I'll want to know.
Don't forget, we're just halfway from coal.This is all I want it's all I need
This is all I am it's everything
This is all I want it's all I need."
http://www.metrolyrics.com/horse-to-water-lyrics-rem.html,21.755319103969,Horse To Water ,2008,"I could have kept my head down
I might have kept my mouth shut
I should have held my own,
You lead a horse to water and you watch him drown.You're only as big as your battles.
Rattle my cage with your shadow.
I'm a phantom-weight with a mouth full of feathers,
Don't you know that what comes around goes around?I'm not that easy,
I am not your horse to water.
I hold my breath I come around, round, round.Don't darken my doorstep again,
You're mixing up living in chin-chin,
You're mixing up lose with win-win,
You lead a horse to water and you watch him drown.You stumble on glass top table,
TV's chewing shock-gone cable
Pump me up a beanstalk fable
And I'll call this entertainment'cause Humpty's falling down.I'm not that easy,
I am not your horse to water.
I hold my breath I come around, round, round.Pick a fight an ultra-buzzy bubble
Friday night f**kin' fried-up pub crawl
Phantom-weight with a mouth full of feathers,
Don't you know that what comes around goes around?I'm not that easy,
I am not your horse to water.
I hold my breath I come around, round, round.It's not that easy
I am not your horse to water
I hold my breath, I come around, round, round
It's going down, down, down
This runaround, round, round
Is bound to pound
The daylights out of you!"
http://www.metrolyrics.com/fretless-lyrics-rem.html,21.755319103969,Fretless ,2014,"He's got his work and she comes easy
They each come around when the other is gone
Me, I think I got stuck somewhere in betweenI wouldn't confide in the Prodigal Son
The die has been cast, the battle is won
The bullets were blanks, a double aught gun
I couldn't admit to a minute of funThey come and they come and they come and they come
I accepted with a gentle tongue
No words spoken, no need to speakTake it, stomp twice, ring the bell
Tether that ring and phrase
Enough with the rifle and talk already
We all know what it meansTake this conversation to your great divide
I can only swallow what I ate
And I don't hate him
And I don't hate herThey come and they come and they come and they come
I accepted with a gentle tongue
No heart broken, no need to speak(Don't talk to me)
Don't talk to me about being alone
(Don't talk to me)
Don't talk to me about being alone
(Don't talk to me)
Don't talk to me about being aloneReach for each other before you leave
Reach peace with a E-A-C
Don't threaten me with a gentle tease
Don't threaten me with angryPlease, please, please
Don't try to tell me what I amThey come and they come and they come and they come
I accepted with a gentle tongue
No heart spoken, no need to speak(Don't talk to me)
Don't talk to me about being alone
(Don't talk to me)
Don't talk to me about being alone
(Don't talk to me)
Don't talk to me about being alone
(Don't talk to me)
Don't talk to me(Talk to me)
Don't talk to me
(Don't talk to me)
Don't talk to me
(Talk to me)
Don't talk to me about being alone"
http://www.metrolyrics.com/try-not-to-breathe-lyrics-rem.html,21.755319103969,Try Not To Breathe ,2006,"I will try not to breathe
I can hold my head still with my hands at my knees
These eyes are the eyes of the old
Shiver in the coldI will try not to breathe
This decision is mine
I have lived a full life
And these are the eyes that I want you to rememberOh, I need something to fly over my grave again
I need something to breatheI will try not to burden you
I can hold these inside
I will hold my breath until all these shivers subside
Just look in my eyesI will try not to worry you
I have seen things that you will never see
Leave it to memory me
I shudder to breatheI want you to remember, oh (You will never see)
I need something to fly (Something to fly)
Over my grave again (You will never see)
I need something to breathe (Something to breathe)Baby don't shiver now
Why do you shiver now? (I will see things you will never see)
I need something to fly (Something to fly)
Over my grave again (I will see things you will never see)
I need something to breatheOh, I will try not to worry you
I have seen things you will never see
Leave it to memory me
Don't dare me to breatheI want you to remember, oh (You will never see)
I need something to fly (Something to fly)
Over my grave again (You will never see)
I need something to breathe (Something to breathe)Baby don't shiver now
Why do you shiver now? (I will see things you will never see)
I need something to breathe (Something to breathe)
(I have seen things you will never see) I want you to remember"
http://www.metrolyrics.com/sweetness-follows-lyrics-rem.html,21.755319103969,Sweetness Follows ,2006,"Readying to bury your father and your mother
What did you think when you lost another?
I used to wonder, why did you bother?
Distanced from one, blind to the otherListen here my sister and my brother
What would you care if you lost the other?
I always wonder, why did we bother?
Distanced from one, blind to the otherOh, but sweetness followsIt's these little things, they can pull you under
Live your life filled with joy and wonder
I always knew this altogether thunder
Was lost in our little livesOh, but sweetness follows
Oh, but sweetness followsIt's these little things, they can pull you under
Live your life filled with joy and thunder
Yeah, yeah we were altogether
Lost in our little livesOh, but sweetness follows
Oh, but sweetness follows"
